,pIC50
1435,5.494850021680094
1436,6.455931955649724
1437,5.958607314841775
1438,5.638272163982407
1441,5.236572006437063
1442,4.779891911959945
1443,4.0655015487564325
1444,4.552841968657781
1445,4.173925197299173
1446,4.267606240177032
1447,2.619788758288394
1448,1.537602002101044
1449,4.161150909262744
1450,3.8239087409443187
1451,3.619788758288394
1452,3.408935392973501
1453,3.886056647693163
1454,4.167491087293763
1455,3.744727494896694
1456,4.314258261397736
1457,5.0915149811213505
1458,5.00436480540245
1459,4.655607726314889
1460,4.552841968657781
1461,4.616184634019569
1462,7.935542010773082
1464,8.079876673709276
1465,8.97469413473523
1466,8.585026652029182
1467,8.665546248849068
1468,8.289882634888183
1469,9.568636235841012
1470,9.173925197299173
1471,9.05551732784983
1472,4.486782399932061
1473,3.752026733638193
1474,3.55129368009492
1475,3.896196279044043
1476,4.978810700930062
1477,3.896196279044043
1478,4.39040559077478
1479,4.7594507517174005
1480,3.6556077263148894
1481,4.0
1482,4.0
1483,4.0
1484,4.0
1485,4.0
1486,4.0
1487,4.0
1488,4.0
1489,4.0
1490,9.431798275933005
1491,8.113509274827518
1492,7.853871964321762
1493,7.140261433802853
1494,8.85078088734462
1495,7.798602875679548
1496,7.161780778092374
1497,8.316052869248487
1498,5.068033885271827
1499,5.262012673666569
1500,5.380906669373257
1501,7.590066876668706
1502,7.2716462179787715
1503,4.0835460514500745
1504,6.337242168318426
1505,6.2441251443275085
1506,5.85078088734462
1507,5.804100347590766
1508,5.782516055786093
1509,5.739928612014925
1510,5.6777807052660805
1511,5.6252516539898965
1512,5.430626090384954
1513,5.369572124974976
1514,5.063486257521107
1515,4.707743928643524
1516,4.565431095965801
1517,4.434152181326482
1518,4.267606240177032
1519,3.462180904926726
1520,7.443697499232712
1521,6.651695136951839
1522,6.801342913045577
1523,7.346787486224656
1524,7.1487416512809245
1525,6.645891560852599
1526,6.422508200162775
1527,8.0
1528,6.267606240177032
1529,4.0
1530,8.667561540084394
1531,8.590066876668706
1532,8.812479279163536
1533,8.782516055786093
1534,4.306273051076353
1535,4.72584215073632
1536,4.151195298948196
1537,4.3979400086720375
1538,4.148130399270234
1539,5.229147988357856
1540,6.1487416512809245
1541,5.552841968657781
1542,6.431798275933005
1543,6.173925197299173
1544,5.795880017344075
1547,4.838631997765025
1548,4.642065152999546
1549,5.0
1550,7.853871964321762
1551,7.841637507904751
1552,7.954677021213342
1553,8.01592296609717
1554,7.779891911959945
1555,7.301029995663981
1556,7.603800652904264
1557,8.153044674980176
1558,7.73754891026957
1559,7.716698771296451
1561,4.958607314841775
1562,5.101823516502323
1563,5.029653123769907
1564,4.931814138253838
1565,5.292429823902063
1566,6.068033885271827
1567,6.1778319206319825
1568,5.320572103387881
1569,5.1904402853647325
1570,4.301029995663981
1571,4.301029995663981
1572,4.567030709125595
1573,5.114073660198569
1574,5.138465589140962
1575,4.301029995663981
1576,4.301029995663981
1577,5.600326278518962
1578,4.8326826652518236
1579,4.649751981665837
1580,4.71669877129645
1581,8.015022873584506
1582,8.170696227168975
1583,7.363512103646634
1584,8.060980223551333
1585,7.863279432843593
1586,6.0915149811213505
1587,8.224753740259764
1588,8.40340290437354
1589,5.534617148551582
1590,5.092588639225414
1591,7.1249387366083
1592,6.406713932979542
1593,6.434152181326482
1594,6.33913452199613
1595,6.497572880015567
1596,7.045757490560675
1597,6.732828271596986
1598,6.716698771296451
1599,5.939302159646388
1600,7.0
1601,6.823908740944319
1602,6.795880017344075
1603,6.721246399047171
1604,6.455931955649724
1605,7.301029995663981
1606,4.600000074606178
1607,5.899998417198648
1608,6.0
1609,6.499996931948306
1610,5.59999938302362
1611,4.499999953328896
1612,7.795880017344075
1613,7.508638306165727
1614,7.508638306165727
1615,7.6020599913279625
1616,7.5376020021010435
1617,7.075720713938118
1618,7.657577319177793
1619,7.619788758288394
1620,7.292429823902063
1621,7.6020599913279625
1622,7.3979400086720375
1623,7.3872161432802645
1624,7.508638306165727
1625,5.522878745280337
1626,4.522878745280337
1627,4.455931955649724
1628,5.221848749616356
1629,5.154901959985743
1630,3.221848749616356
1631,5.301029995663981
1632,3.0
1633,4.154901959985743
1634,6.920818753952375
1635,9.096910013008056
1636,7.2839966563652006
1637,7.251811972993799
1638,6.7447274948966935
1639,5.269217724333611
1640,6.958607314841775
1641,6.292429823902063
1642,6.42021640338319
1643,6.698970004336019
1644,6.721246399047171
1645,6.7447274948966935
1646,6.050609993355087
1647,6.050609993355087
1648,5.87942606879415
1649,5.815308569182402
1650,5.403402904373539
1651,5.79317412396815
1652,5.5376020021010435
1653,4.931814138253838
1654,5.30715308072277
1655,6.200659450546418
1656,4.542118103266008
1657,5.943095148663527
1658,4.3979400086720375
1659,3.2967086218813386
1660,2.896196279044043
1661,4.200659450546418
1662,3.6179829574251317
1663,4.508638306165727
1664,5.698970004336019
1665,6.3979400086720375
1666,6.154901959985743
1667,2.752026733638193
1668,2.696803942579511
1669,2.640164517660112
1670,2.701146923590293
1671,3.196542884351586
1672,2.6270879970298933
1673,2.812479279163537
1674,6.698970004336019
1675,6.022276394711152
1676,6.6020599913279625
1677,7.0
1678,6.275724130399211
1679,6.301029995663981
1680,6.7447274948966935
1681,6.568636235841013
1682,6.356547323513812
1683,6.522878745280337
1684,6.107905397309519
1685,5.698970004336019
1686,5.698970004336019
1687,5.7447274948966935
1688,5.6777807052660805
1689,5.7447274948966935
1690,5.721246399047171
1691,6.0
1692,4.767003889607846
1693,5.886056647693163
1694,4.899629454882437
1695,5.0
1696,5.0915149811213505
1697,5.920818753952375
1698,6.154901959985743
1699,4.610833915635467
1700,6.698970004336019
1701,5.8696662315049934
1702,5.958607314841775
1703,5.795880017344075
1704,4.709965388637482
1705,5.3979400086720375
1706,5.958607314841775
1707,5.1487416512809245
1708,4.619788758288394
1709,4.899629454882437
1710,4.4736607226101555
1711,4.688246138944246
1712,5.6020599913279625
1713,6.455931955649724
1714,5.346787486224656
1715,4.568636235841013
1716,5.022276394711152
1717,4.301029995663981
1718,7.698970004336019
1719,8.0
1720,7.958607314841775
1721,7.657577319177793
1722,7.5376020021010435
1723,7.327902142064283
1724,7.167491087293763
1725,6.090443970758825
1726,5.5718652059712115
1727,4.876148359032914
1728,7.366531544420414
1729,7.795880017344075
1730,7.050609993355087
1731,7.119186407719209
1732,7.229147988357855
1733,5.196542884351586
1734,7.301029995663981
1735,7.1938200260161125
1736,6.94692155651658
1737,6.069050968832477
1738,7.267606240177032
1739,7.619788758288394
1740,6.785156151952302
1741,7.267606240177032
1742,7.443697499232712
1743,5.826813731587726
1744,6.903089986991944
1745,7.0915149811213505
1746,6.424812155072339
1747,5.876148359032914
1748,5.503070351926785
1749,5.576426480267265
1750,6.072116589669293
1751,4.2580609222708015
1752,6.480172006224281
1753,6.838631997765025
1754,6.405607449624573
1755,6.47755576649368
1756,6.649751981665837
1757,6.4089353929735005
1758,6.896196279044043
1759,7.00436480540245
1760,6.920818753952375
1761,8.096910013008056
1762,6.943095148663527
1763,8.0
1764,7.236572006437063
1765,7.045757490560675
1766,4.903541888282547
1767,6.812479279163537
1768,7.42021640338319
1769,6.7544873321858505
1770,5.876148359032914
1771,7.161150909262744
1772,7.031517051446065
1773,7.2076083105017466
1774,6.295849483160201
1775,6.419075024324381
1776,6.681936665037238
1777,5.96818772866963
1778,5.659159450187668
1779,6.5968794788241825
1780,6.201349354554731
1781,6.262807357295262
1782,6.251811972993799
1783,6.769551078621726
1784,7.455931955649724
1785,6.229147988357855
1786,7.7447274948966935
1787,8.267606240177031
1788,7.1938200260161125
1789,5.026872146400302
1790,7.2839966563652006
1791,6.080921907623926
1792,7.337242168318426
1793,6.154901959985743
1794,7.187086643357144
1795,6.688246138944246
1796,4.920818753952375
1797,6.966576244513051
1798,6.180456064458132
1799,7.008773924307505
1800,7.096910013008056
1801,4.568636235841013
1802,5.522878745280337
1803,7.903089986991944
1804,6.356547323513812
1805,6.619788758288394
1806,5.167491087293763
1807,8.05551732784983
1808,8.55284196865778
1809,8.920818753952375
1810,8.096910013008056
1811,8.657577319177793
1812,8.619788758288394
1813,8.045757490560675
1814,7.958607314841775
1815,6.468521082957745
1816,7.886056647693163
1817,5.958607314841775
1818,6.0
1819,7.769551078621726
1820,5.795880017344075
1821,7.638272163982407
1822,5.920818753952375
1823,6.096910013008056
1824,8.3767507096021
1825,7.886056647693163
1826,8.346787486224656
1827,6.568636235841013
1828,9.318758762624412
1829,7.431798275933005
1830,7.0
1831,9.086186147616283
1832,7.0
1833,7.886056647693163
1834,7.552841968657781
1835,7.443697499232712
1836,8.55284196865778
1837,8.958607314841775
1838,8.050609993355087
1839,7.376750709602099
1840,8.244125144327509
1841,7.853871964321762
1842,7.886056647693163
1843,8.050609993355087
1844,6.6020599913279625
1845,7.6777807052660805
1846,8.244125144327509
1847,7.508638306165727
1848,7.167491087293763
1849,9.2518119729938
1850,8.065501548756432
1851,6.795880017344075
1852,8.397940008672037
1853,7.154901959985743
1854,6.3979400086720375
1855,9.154901959985743
1856,7.0
1857,6.769551078621726
1858,3.0
1859,4.886056647693163
1860,4.070581074285707
1861,5.267606240177032
1862,4.468521082957745
1863,5.886056647693163
1864,6.0
1865,3.3565473235138126
1866,4.0
1867,3.1307682802690238
1868,3.5686362358410126
1869,3.585026652029182
1870,3.3872161432802645
1871,4.207608310501746
1872,4.080921907623926
1873,4.455931955649724
1874,4.823908740944319
1875,5.0
1876,3.769551078621726
1877,4.886056647693163
1878,4.958607314841775
1879,6.130768280269024
1880,4.187086643357144
1881,4.251811972993799
1882,6.920818753952375
1883,4.886056647693163
1884,4.0
1885,4.2441251443275085
1886,4.267606240177032
1887,4.221848749616356
1888,4.327902142064283
1889,6.515700160653214
1890,7.522878745280337
1891,8.366531544420413
1892,8.167491087293763
1893,7.920818753952375
1894,7.481486060122112
1895,6.920818753952375
1896,7.113509274827518
1897,7.585026652029182
1898,7.522878745280337
1899,7.823908740944319
1900,7.259637310505756
1901,6.638272163982407
1902,7.0
1903,7.522878745280337
1904,8.221848749616356
1905,5.958607314841775
1906,7.886056647693163
1907,5.7447274948966935
1908,5.0
1909,5.823908740944319
1910,6.0
1911,5.3979400086720375
1912,5.853871964321762
1913,5.0
1914,5.638272163982407
1915,6.496209316942819
1916,7.050609993355087
1917,6.882728704344236
1918,6.8326826652518236
1919,6.7447274948966935
1920,7.2839966563652006
1921,7.327902142064283
1922,7.1487416512809245
1923,7.346787486224656
1924,6.578396073130169
1925,7.892790030352131
1926,7.866461091629782
1927,7.080921907623926
1928,6.7544873321858505
1929,6.583359492661719
1930,7.995678626217358
1931,8.05551732784983
1932,7.42021640338319
1933,7.251811972993799
1934,7.4089353929735005
1935,5.040958607678906
1936,3.958607314841775
1937,4.327902142064283
1938,3.8413360191860106
1939,3.7796303675486054
1940,4.162411561764489
1941,4.4179366370882915
1942,3.0
1943,4.158640529545145
1944,3.4077121840478695
1945,3.8728952016351923
1946,4.040958607678906
1947,5.455931955649724
1948,4.6020599913279625
1949,6.823908740944319
1950,5.6777807052660805
1951,4.823908740944319
1952,8.244125144327509
1953,6.522878745280337
1954,5.356547323513812
1955,8.167491087293763
1956,7.931814138253839
1957,7.661543506395395
1958,8.267606240177031
1959,7.607303046740334
1960,7.083019952679618
1961,7.099086932262331
1962,6.6777807052660805
1963,6.494850021680094
1964,6.366531544420414
1965,7.6777807052660805
1966,7.568636235841013
1967,7.214670164989233
1968,6.356547323513812
1969,6.939302159646388
1970,7.1249387366083
1971,7.657577319177793
1972,8.853871964321762
1973,8.795880017344075
1974,9.045757490560675
1975,9.221848749616356
1976,9.154901959985743
1977,9.221848749616356
1978,10.154901959985743
1979,9.522878745280337
1980,8.318758762624412
1981,8.886056647693163
1982,8.721246399047171
1983,8.602059991327963
1984,8.568636235841012
1985,8.795880017344075
1986,5.431798275933005
1987,6.1249387366083
1988,6.769551078621726
1989,5.795880017344075
1990,5.318758762624412
1991,8.52432881167557
1992,9.2839966563652
1993,8.679853713888946
1994,8.744727494896694
1995,8.008330992620051
1996,8.306273051076353
1997,7.154901959985743
1998,8.397940008672037
1999,10.698970004336019
2000,10.221848749616356
2001,9.301029995663981
2002,8.356547323513812
2003,7.6595558851598815
2004,6.8326826652518236
2005,8.537602002101044
2006,9.154901959985743
2007,7.7447274948966935
2008,6.7447274948966935
2009,7.481486060122112
2010,7.443697499232712
2011,7.337242168318426
2012,9.301029995663981
2013,7.962573502059376
2014,7.022276394711152
2015,8.823908740944319
2016,9.154901959985743
2017,8.522878745280337
2018,6.229147988357855
2019,6.2076083105017466
2020,6.050609993355087
2021,5.886056647693163
2022,5.6020599913279625
2023,5.585026652029182
2024,5.5376020021010435
2025,5.3872161432802645
2026,5.173925197299173
2027,5.096910013008056
2028,5.070581074285707
2029,4.886056647693163
2030,4.853871964321762
2031,4.823908740944319
2032,4.795880017344075
2033,4.657577319177793
2034,4.568636235841013
2035,4.552841968657781
2036,8.826813731587725
2037,6.048662481204082
2038,8.259637310505756
2039,9.301029995663981
2040,9.0
2041,7.0
2042,5.6020599913279625
2043,5.726998727936262
2044,4.522878745280337
2045,4.522878745280337
2046,7.583359492661719
2047,7.595166283380062
2048,7.835647144215563
2049,6.838631997765025
2050,6.522878745280337
2051,6.301029995663981
2060,8.154901959985743
2061,8.090979145788843
2062,7.761953896871204
2063,7.494850021680094
2064,4.385841290490825
2065,5.004935465843858
2066,5.366531544420414
2067,5.448550002027125
2068,5.480172006224281
2069,5.6020599913279625
2070,6.080921907623926
2071,6.411728293157671
2072,6.481486060122113
2073,6.610302451793614
2074,6.793713955587568
2075,6.8297382846050425
2076,6.903089986991944
2077,7.0
2078,7.246416941107094
2079,7.3979400086720375
2080,4.180456064458132
2081,5.036212172654444
2082,4.6777807052660805
2083,5.173925197299173
2084,7.0
2085,6.568636235841013
2086,6.443697499232712
2087,5.795880017344075
2088,4.0
2089,6.0
2090,4.337242168318426
2091,4.823908740944319
2092,2.0199966284162536
2093,1.730020323354676
2094,2.709965388637482
2095,2.260427655549908
2096,5.673664139071248
2097,5.376750709602099
2098,5.505845405981558
2099,5.366531544420414
2100,5.431798275933005
2101,5.376750709602099
2102,4.950781977329818
2103,5.180456064458132
2104,5.0655015487564325
2105,5.214670164989233
2106,4.87942606879415
2107,5.119186407719209
2108,5.163675884293248
2109,5.2839966563652006
2110,5.29073003902417
2111,5.136677139879544
2112,5.006123085058789
2113,5.083019952679618
2114,5.139063379299906
2115,4.913640169325252
2116,4.844663962534939
2117,4.813326132500255
2118,5.431798275933005
2119,5.376750709602099
2120,8.301029995663981
2121,8.154901959985743
2122,7.920818753952375
2123,7.795880017344075
2124,7.619788758288394
2125,7.585026652029182
2126,7.494850021680094
2127,7.431798275933005
2128,6.522878745280337
2129,6.154901959985743
2130,5.698970004336019
2131,5.468521082957745
2132,5.431798275933005
2133,5.0
2134,4.920818753952375
2135,4.853871964321762
2136,4.769551078621726
2137,4.721246399047171
2138,4.698970004336019
2139,4.619788758288394
2140,3.2388241868442686
2141,2.9913998282380825
2142,3.7772835288524167
2143,2.696803942579511
2144,3.148130399270234
2145,3.2471835688117285
2146,3.9507819773298185
2147,3.9788107009300617
2148,3.5361070110140926
2149,5.522878745280337
2150,5.070581074285707
2151,4.640164517660112
2152,4.58838029403677
2153,4.525783735923745
2154,4.853871964321762
2155,4.519993057042849
2156,4.096910013008056
2157,4.235077015350112
2158,4.3979400086720375
2161,7.4800408192479315
2162,7.519993057042849
2163,7.6399749108106025
2164,7.599980364934842
2165,7.400007822415902
2166,8.439973751087107
2167,8.010016541698601
2168,8.599980364934842
2169,8.890084136976206
2170,8.289967300934247
2171,8.309981219211304
2172,6.819988880942282
2173,7.189969213594161
2174,6.900008766455316
2175,6.459996055149973
2176,8.96018944585165
2177,8.059981844992336
2178,7.0499760934766735
2179,8.54000474395261
2180,7.79997073344623
2181,7.280006173632396
2182,9.320027305722581
2183,7.849857838151442
2184,9.100015437450608
2185,8.33998877871067
2186,9.309981219211304
2187,7.36997914888659
2188,9.154901959985743
2189,3.184422251675733
2190,3.350665141287858
2191,4.443697499232712
2192,4.886056647693163
2193,6.522878745280337
2194,6.301029995663981
2195,8.301029995663981
2196,7.3979400086720375
2197,7.301029995663981
2198,7.0
2199,3.8632794328435933
2200,5.698970004336019
2201,2.8827287043442356
2202,5.154901959985743
2203,4.769551078621726
2204,3.6020599913279625
2205,5.096910013008056
2206,4.920818753952375
2207,6.522878745280337
2208,3.718739312944987
2209,4.088842391260023
2210,5.045757490560675
2211,4.42021640338319
2212,5.3979400086720375
2213,4.6020599913279625
2214,7.045757490560675
2215,7.096910013008056
2216,7.096910013008056
2217,9.0
2218,8.0
2219,7.698970004336019
2220,3.378823718224965
2221,4.455931955649724
2222,5.221848749616356
2223,5.698970004336019
2224,4.455931955649724
2225,4.3979400086720375
2226,6.096910013008056
2227,5.42021640338319
2228,4.58838029403677
2229,4.756961951313706
2230,4.892790030352131
2231,4.8326826652518236
2232,5.259637310505756
2233,4.701146923590294
2234,5.055517327849831
2235,4.690369832574101
2236,4.578396073130169
2237,4.705533773838407
2238,5.008773924307505
2239,4.809668301829708
2240,4.616184634019569
2241,4.899629454882437
2242,4.906578314837765
2243,4.540607512240769
2244,4.665546248849069
2245,4.5934598195660445
2246,4.694648630553377
2247,4.573488738635425
2248,4.578396073130169
2249,4.815308569182401
2250,4.847711655616943
2251,4.6020599913279625
2252,4.640164517660112
2253,4.72584215073632
2254,4.779891911959945
2255,4.735182176990463
2256,4.603800652904264
2257,4.634512015109101
2258,4.853871964321762
2259,5.060480747381382
2260,6.703334809738469
2261,6.991399828238082
2262,4.661543506395395
2263,5.0
2264,5.0
2265,4.657577319177793
2266,4.503070351926785
2267,6.515700160653214
2269,7.1249387366083
2270,7.221848749616356
2271,6.2076083105017466
2272,7.2076083105017466
2273,6.6777807052660805
2274,6.259637310505756
2275,6.142667503568731
2276,6.66354026615147
2277,7.6020599913279625
2278,7.619788758288394
2279,6.97061622231479
2280,7.167491087293763
2281,6.841637507904751
2282,6.844663962534939
2283,6.590066876668706
2284,6.6777807052660805
2285,6.0915149811213505
2286,6.958607314841775
2287,6.886056647693163
2288,4.522878745280337
2289,4.0
2290,6.585026652029182
2291,5.4723700991286615
2292,6.29413628771608
2293,6.393618634889395
2294,6.882728704344236
2295,6.519993057042849
2296,5.0
2297,6.128427064454121
2298,5.522444667801019
2299,5.0
2300,5.0
2301,5.0
2302,7.6020599913279625
2303,6.209011524911184
2304,7.221848749616356
2305,7.119186407719209
2306,6.525783735923745
2307,7.366531544420414
2308,6.798602875679548
2309,8.154901959985743
2310,7.698970004336019
2311,7.119186407719209
2312,8.221848749616356
2313,8.522878745280337
2314,8.045757490560675
2315,7.958607314841775
2316,8.522878745280337
2317,8.522878745280337
2318,7.154901959985743
2319,7.853871964321762
2320,4.346787486224656
2321,9.088842391260023
2322,9.092051478387727
2323,9.105683937315561
2324,7.161780778092374
2325,7.351639989019068
2326,7.782516055786093
2327,7.468521082957745
2328,7.546681659952962
2329,6.548213564475709
2330,7.856985199745905
2331,8.978810700930062
2332,7.91721462968355
2333,6.508638306165727
2334,6.58838029403677
2335,6.341988603342887
2336,4.0
2337,4.801342913045577
2338,4.777283528852417
2339,4.721246399047171
2340,5.096910013008056
2341,4.860120913598763
2342,4.294136287716081
2343,4.756961951313706
2344,5.008773924307505
2345,4.931814138253838
2346,4.863279432843593
2347,4.492144128304169
2348,4.692503962086787
2349,4.371611069949688
2350,4.835647144215563
2351,5.0
2352,4.5376020021010435
2353,4.504455662453552
2354,4.665546248849069
2355,4.406713932979542
2356,5.769551078621726
2357,5.7447274948966935
2358,5.568636235841013
2359,5.508638306165727
2360,5.346787486224656
2361,5.229147988357856
2362,5.214670164989233
2365,5.648590248074561
2366,6.111259039317107
2376,4.552841968657781
2412,5.160704256295315
2478,4.644299507218118
2485,4.940398720237246
2544,5.126104208250311
2550,5.233066906162716
2555,4.864009153078375
2569,5.520727088223143
2579,5.186819467413988
2640,4.808241678629552
2677,4.823156615496261
2709,5.5300307905000405
2717,4.711974464611637
2742,4.592609095529268
2776,5.56019378860667
2788,5.250681178668897
2867,5.332874058514011
2890,5.573976984310124
2918,4.729111635301168
2927,5.871600731282194
2935,5.738261452647462
3127,4.666089456527021
3145,6.3979400086720375
3187,6.59176003468815
3188,3.7166987712964503
3189,8.575118363368933
3190,9.638272163982407
3191,9.326979092871104
3192,4.130181792020672
3193,4.598599459218456
3194,5.657577319177793
3195,5.337242168318426
3196,7.0
3197,6.568636235841013
3198,4.050122295963125
3199,4.7363639314118915
3200,5.026872146400302
3201,4.519131076312832
3202,4.645315446045271
3203,4.7363639314118915
3204,4.638839004804974
3205,4.57218942732401
3206,4.675511766692344
3207,4.660747365967301
3208,4.788612447063141
3209,4.6006724678413216
3210,4.651500429716163
3211,4.508218224415835
3212,4.586532587014175
3213,4.619065536669298
3214,4.76598918241282
3215,4.936291440608582
3216,4.911509529817604
3217,5.251811972993799
3218,4.0
3219,4.341988603342887
3220,4.0
3221,4.0
3222,4.0
3223,4.187086643357144
3224,4.360513510731414
3225,7.301029995663981
3226,6.42021640338319
3227,6.721246399047171
3228,6.560667306169737
3229,9.627087997029893
3230,8.011887159731648
3231,7.554395796726403
3232,7.5376020021010435
3233,7.185086818724926
3234,5.732828271596986
3235,4.1904402853647325
3236,4.764471553092451
3237,4.61261017366127
3238,3.6989700043360187
3239,4.356547323513812
3240,4.619788758288394
3241,4.070581074285707
3242,3.804100347590766
3243,4.6777807052660805
3244,4.552841968657781
3245,5.045757490560675
3246,4.346787486224656
3247,4.031517051446065
3248,4.050609993355087
3249,3.6989700043360187
3250,4.267606240177032
3251,4.886056647693163
3252,4.769551078621726
3253,3.6989700043360187
3254,3.6989700043360187
3255,3.6989700043360187
3256,3.6989700043360187
3257,3.6989700043360187
3258,3.6989700043360187
3259,4.496209316942819
3260,4.314258261397736
3261,4.806875401645538
3262,4.0343280287798935
3263,3.9617773616312815
3264,4.640164517660112
3265,4.0385789059335515
3266,5.142667503568732
3267,3.499900808084277
3268,2.606231819841255
3269,2.6893066876566394
3270,2.778898880038495
3271,9.050609993355087
3272,8.723538195826755
3273,8.876148359032914
3274,8.164943898279883
3275,9.3767507096021
3276,8.860120913598763
3277,8.452225294612177
3278,8.377785977033705
3279,9.130768280269024
3280,8.39577394691553
3281,8.6903698325741
3282,7.939302159646388
3283,9.508638306165727
3284,8.87942606879415
3285,8.48678239993206
3286,8.041436116778032
3287,9.366531544420413
3288,7.866461091629782
3294,4.6252516539898965
3299,4.303381540767775
3300,5.276544327964814
3301,6.6439741428068775
3302,7.1487416512809245
3304,10.045757490560675
3305,8.187086643357144
3306,10.187086643357144
3307,10.455931955649724
3308,8.638272163982407
3309,9.0
3310,9.0
3311,8.096910013008056
3312,9.698970004336019
3313,8.744727494896694
3314,9.455931955649724
3315,8.638272163982407
3316,10.0
3317,9.11069829749369
3318,9.522878745280337
3319,7.756961951313706
3320,6.187086643357144
3321,7.125518182300533
3322,6.924453038607469
3323,7.048176964684088
3324,6.856985199745905
3325,4.899629454882437
3326,4.987162775294828
3327,5.00436480540245
3328,5.026872146400302
3329,4.889410289700751
3330,5.113509274827518
3331,5.00436480540245
3332,5.055517327849831
3333,5.113509274827518
3334,5.113509274827518
3335,8.347753658996677
3336,7.071604147743286
3337,6.7121982700697735
3338,7.39040559077478
3340,7.153044674980176
3341,8.303643611266669
3342,7.826813731587726
3343,7.286509456906058
3344,5.581698708680254
3345,5.696803942579511
3346,5.3448615651886175
3347,4.301029995663981
3348,4.301029995663981
3349,4.301029995663981
3350,4.301029995663981
3351,5.055517327849831
3352,6.4089353929735005
3353,6.619788758288394
3354,6.920818753952375
3355,5.508638306165727
3356,6.657577319177793
3357,8.0268721464003
3358,7.154901959985743
3359,8.285670240254767
3360,8.453457336521868
3361,8.393618634889394
3374,6.619788758288394
3375,6.468521082957745
3376,4.430626090384954
3377,4.4089353929735005
3378,4.275724130399211
3379,4.169411331314856
3380,4.107905397309519
3381,4.0
3382,3.9956786262173574
3383,3.9913998282380825
3384,3.6675615400843946
3385,5.8124792791635365
3386,5.772113295386326
3387,3.3010299956639813
3388,3.5228787452803374
3389,3.494850021680094
3390,3.6989700043360187
3391,3.3979400086720375
3392,4.0
3393,4.0
3394,3.585026652029182
3395,5.2949920406666635
3396,5.396855627379818
3397,5.241088107602026
3398,5.454692883534176
3399,6.431798275933005
3400,6.481486060122113
3401,5.343901797987168
3402,5.106238237942057
3403,6.3979400086720375
3404,6.522878745280337
3405,4.6356366453842694
3406,4.755475488429917
3407,6.292429823902063
3408,5.488116639021126
3409,5.028260409112222
3410,5.114073660198569
3411,4.994390554639719
3412,6.455931955649724
3413,5.094204119632131
3414,4.719194071606333
3415,4.984640244590786
3416,5.084072788302884
3417,6.050609993355087
3418,6.2839966563652006
3419,5.181774106386045
3420,5.153044674980176
3421,5.1487416512809245
3422,7.0
3423,7.0
3424,7.0
3431,8.065501548756432
3432,6.6020599913279625
3433,7.0
3434,6.769551078621726
3435,7.376750709602099
3436,9.086186147616283
3437,9.494850021680094
3438,6.219999701663429
3439,6.659992382003327
3440,6.639993867770902
3441,6.270001452716577
3442,6.490004907986601
3443,7.209996479609511
3444,6.799998134593398
3445,7.0400051616715835
3446,6.219999701663429
3447,6.959991363986458
3448,6.519993057042849
3449,7.280006173632396
3450,7.100015437450609
3451,4.389999976337708
3452,4.6700000181810175
3453,5.149999867728904
3454,4.28999998644378
3455,4.030000000370884
3456,4.920000156997057
3457,4.750000100140428
3458,4.159999981744464
3459,4.3100000171743025
3460,5.670000424450806
3461,5.7299993321845495
3462,5.410000161858408
3463,5.410000161858408
3464,5.720000163638921
3465,5.4599998126889995
3466,5.710001024518514
3467,5.740000204918113
3468,5.809999051930338
3469,4.480000028175458
3470,4.68000002720016
3471,4.889999848866887
3472,5.3400001801593495
3473,5.110000065251387
3474,4.569999968362492
3475,4.619999985338959
3476,4.8399999311187
3477,4.489999942195333
3478,5.070000019492821
3479,5.770000934050708
3480,4.609999985082743
3481,5.149999867728904
3482,5.5200002474083645
3483,6.060001790087838
3484,4.559999953221535
3485,5.180000294489514
3486,5.8700009280425745
3487,5.049999969853415
3488,4.860000083248981
3489,4.68000002720016
3490,4.920000156997057
3491,5.920001601921648
3492,4.769999911123512
3493,4.769999911123512
3494,4.849999859991125
3495,4.719999935717911
3496,5.269999835325842
3497,5.190000154058473
3498,4.659999925349902
3499,4.889999848866887
3500,6.030002001401658
3501,5.889999848866887
3502,6.149997413907539
3503,5.889999848866887
3504,5.920001601921648
3505,5.290000325166601
3506,5.849999245077862
3507,5.089999741487069
3508,6.090000275786018
3509,4.790216985151485
3510,4.960585880823863
3511,7.920818753952375
3512,7.920818753952375
3513,7.920818753952375
3514,7.920818753952375
3515,7.920818753952375
3516,5.787812395596042
3517,7.031517051446065
3518,3.4511685268258474
3519,7.366531544420414
3520,4.274905478918531
3521,4.133712660915805
3522,4.2020403562628035
3523,4.089375595110798
3524,4.053056729302175
3525,4.090979145788844
3526,4.685500772026848
3527,4.625801742070918
3528,5.101274818410507
3529,4.707965564005264
3530,5.157390760389438
3531,4.575118363368933
3532,4.609418121449565
3533,4.86518562967954
3534,4.942714355581785
3535,4.561457651213889
3536,4.706637445288554
3537,5.170053304058364
3538,4.70245833218184
3539,5.473660722610156
3540,4.697452627512514
3541,5.386158178123931
3542,5.2225731776106885
3543,4.463820467862774
3544,4.923723744595782
3545,4.799696817018415
3546,4.904133546521457
3547,4.757210190521324
3548,4.858863909879261
3549,4.820448208834812
3550,4.656788409820252
3551,4.743282254022513
3552,4.80271944187438
3553,5.010550182333308
3554,4.927750102386486
3555,4.787279845582158
3556,5.059483515067432
3557,4.759700417997287
3558,4.752517739322946
3559,5.749579997691106
